SalePrice,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,BrickStone,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,YrBuilt,Longitude,Latitude
171000,830,0,0,0,830,0,0,0,280,0,0,0,0,0,2,0,0,1,1958,-122.1885764,47.4595239
550000,890,0,0,0,1090,890,200,0,0,0,100,0,0,0,2,1,0,1,1920,-122.390615,47.6354743
733878,1370,0,1610,0,3840,860,860,0,450,1,50,0,140,0,5,0,1,2,2016,-122.1460997,47.4960751
516950,1400,0,1230,0,2630,0,0,0,830,0,70,0,370,0,4,1,1,1,1982,-122.267885,47.3148469
615000,1250,0,0,0,1440,1250,190,240,0,1,0,0,160,0,3,1,1,0,1951,-122.2868986,47.7128878
715000,820,0,0,0,1130,790,310,0,480,1,0,0,170,0,4,0,1,1,1970,-122.2180306,47.7215193
395000,1260,0,0,0,1440,1260,180,600,0,1,0,0,220,0,3,0,0,1,1951,-122.336607,47.4888079
530000,1180,0,0,0,1780,1180,600,0,0,1,0,0,110,15,3,0,1,1,1952,-122.3516417,47.7731366
500000,1020,0,0,0,1020,250,0,0,0,0,40,0,0,0,3,0,0,1,1901,-122.2897179,47.5563089
599950,1340,0,0,0,1610,1340,270,0,0,0,0,0,0,0,3,1,0,1,1947,-122.3985468,47.6871558
776950,1711,0,1477,0,3188,0,0,0,580,0,25,0,0,0,4,1,1,2,2019,-122.1591822,47.435811
714995,1480,0,2010,0,3490,0,0,0,590,0,300,0,0,0,4,1,0,2,2016,-122.1220265,47.4760795
60000,670,0,0,0,670,0,0,0,0,0,60,60,0,0,1,0,0,1,1943,-122.3291612,47.4368264
517000,1210,0,0,0,1870,1210,660,240,0,0,0,0,70,30,4,1,0,1,1962,-122.2818177,47.5510146
705000,520,0,540,0,1200,140,140,0,0,1,20,60,470,0,3,1,2,0,2018,-122.3063243,47.6004271
382000,1640,0,0,0,2210,920,570,350,200,1,170,0,400,0,4,0,1,1,1978,-122.3268513,47.3249107
505000,1470,0,0,0,2180,1470,710,760,90,1,0,0,210,0,4,1,0,2,1964,-122.1519909,47.4412776
399900,1080,0,0,0,1650,570,570,0,0,1,0,0,110,0,3,0,1,1,1962,-122.311941,47.3676388
484950,984,0,1350,0,2334,0,0,0,418,0,198,0,0,0,3,1,0,2,2018,-122.1380918,47.3520806
800000,1160,0,0,0,2300,1140,1140,0,220,1,110,0,0,0,5,0,0,2,1968,-122.1515991,47.6719063
495000,1260,0,0,0,1260,0,0,0,480,0,0,0,0,100,3,0,1,1,1963,-122.1561129,47.6715104
980000,550,0,550,680,1780,0,0,0,0,0,0,40,510,0,3,0,1,1,2018,-122.2975783,47.6193319
439000,1320,0,0,0,2080,1320,760,0,0,1,90,0,260,0,3,0,1,1,1961,-122.2774829,47.3071042
570000,1120,0,0,0,1780,1060,660,400,0,1,0,0,140,0,4,0,2,1,1978,-122.2894829,47.7239459
471000,1840,0,0,0,2950,1380,1110,270,230,1,0,0,440,0,4,0,2,1,1980,-122.1265266,47.4526778
707000,1160,0,900,0,2060,0,0,0,530,0,0,0,0,0,4,1,1,1,1977,-122.1122433,47.6900333
373500,1780,0,0,0,1780,0,0,0,550,0,130,0,0,0,4,0,0,1,1964,-122.3520187,47.2818625
605000,770,0,0,0,870,770,100,160,0,0,0,0,0,0,2,0,0,1,1948,-122.3695697,47.6893345
635000,1220,0,0,0,2440,1220,1220,0,640,0,0,0,300,0,4,1,0,2,1968,-122.3043185,47.7360963
140000,2210,0,0,0,2210,0,0,0,590,0,40,0,0,0,3,0,1,1,1966,-122.2033135,47.3094523
890000,500,0,500,0,1300,300,300,0,0,1,0,60,440,0,2,1,0,2,2017,-122.2978668,47.6200599
350000,770,0,770,0,1540,0,0,0,480,0,0,0,320,0,3,1,0,1,1974,-122.373229,47.3304531
276000,940,0,0,0,940,0,0,0,0,0,0,0,0,0,3,0,0,1,1961,-122.3368385,47.4978329
675000,950,0,0,0,1430,950,480,0,190,1,0,0,300,0,3,0,1,1,1954,-122.2749685,47.6639608
775000,1040,0,0,0,1040,550,0,0,0,0,250,0,0,0,2,0,0,1,1912,-122.359485,47.6484658
550000,990,0,950,0,1940,0,0,0,460,0,150,0,0,0,4,1,1,1,1966,-122.1213992,47.6294538
420000,1940,0,0,0,1940,0,0,0,500,0,0,0,0,0,5,1,0,1,1966,-122.1328212,47.4946
575950,1100,0,0,0,1500,1100,400,290,0,1,0,0,230,0,4,0,0,1,1956,-122.358688,47.754947
285000,910,0,0,0,910,0,0,0,0,0,20,0,0,0,3,0,0,1,1941,-122.186498,47.4435049
309000,1020,0,0,0,1320,1020,300,0,0,1,0,0,360,0,4,0,1,1,1961,-122.2059456,47.4197191
491250,1320,0,0,0,1320,0,0,0,0,0,0,0,490,0,3,0,0,1,1930,-122.5260725,47.3979623
800000,500,0,500,0,1300,490,300,190,0,0,0,0,330,0,2,0,0,2,2018,-122.3423639,47.665032
1714340,2330,0,0,0,3270,1370,940,0,530,1,0,0,400,0,3,0,1,2,1954,-122.2150736,47.5673751
540000,1920,0,0,0,1920,0,0,0,420,0,50,0,760,0,3,0,0,2,1976,-122.3465848,47.4268406
649700,570,0,520,490,1580,0,0,0,0,0,0,0,370,0,3,0,1,1,2016,-122.3007702,47.5927869
742000,1030,0,0,0,1670,860,640,0,0,0,0,0,200,0,3,0,0,1,1953,-122.3970468,47.5783808
865000,1230,800,0,0,3130,1300,1100,200,0,0,70,50,0,0,4,0,1,1,1926,-122.2992259,47.6058006
527500,1880,0,0,0,1880,0,0,0,0,0,0,0,280,0,3,0,2,1,1973,-122.1060204,47.3366163
678000,1670,0,0,0,1970,670,300,0,0,0,0,0,160,0,3,0,1,2,1937,-122.3945724,47.6499592
650000,1360,0,0,0,1360,1360,0,460,0,1,0,0,110,0,3,1,0,1,1956,-122.385279,47.5196799
680000,1500,0,0,0,2560,1500,1060,0,440,0,0,0,220,0,4,0,1,2,1968,-122.177247,47.7279146
1072000,1140,0,1620,0,3780,1140,1020,0,480,1,40,0,190,0,4,1,2,1,1980,-122.3921925,47.7770125
965000,980,550,0,0,1530,810,0,240,0,0,0,0,370,0,4,0,1,1,1944,-122.2708897,47.6819082
367000,1610,0,0,0,1610,0,0,0,420,0,0,0,0,0,3,1,0,1,1963,-122.1903158,47.4120113
475000,1040,500,0,0,1540,860,0,0,0,0,100,0,0,0,3,0,0,2,1925,-122.2123138,47.4780093
1600000,2000,0,0,0,3960,2060,1960,0,0,1,310,0,320,0,6,2,0,2,1962,-122.2069737,47.5933365
840000,1690,0,0,0,3070,1690,1380,0,310,1,0,0,140,100,3,1,1,1,1959,-122.2637542,47.5502415
649950,390,0,390,0,1160,380,380,0,0,0,10,0,310,0,2,0,1,1,2018,-122.3484712,47.6574291
328000,1190,0,0,0,1190,0,0,0,460,0,0,0,0,0,3,0,0,1,1967,-122.2835606,47.3425958
730000,1240,0,0,0,1780,1080,540,280,0,1,0,0,200,0,4,0,1,2,1977,-122.3034118,47.6107316
344000,1400,0,0,0,1400,0,0,0,0,0,80,0,170,0,3,0,0,2,1955,-122.3567384,47.4561543
420000,1250,0,0,0,2100,1250,850,0,0,0,120,0,0,0,4,0,1,1,1955,-122.3793186,47.7718817
435000,1210,0,0,0,1710,1210,500,220,0,1,0,0,350,0,4,1,0,1,1958,-122.2520545,47.5100455
350000,1350,100,0,0,1450,440,0,440,0,0,0,0,200,0,3,0,0,2,1952,-122.308559,47.7179027
260000,1180,0,0,0,1180,1180,0,0,0,0,0,0,320,0,2,0,0,1,1947,-122.2105204,47.3122497
576250,1060,670,0,0,1730,560,0,0,0,0,50,0,0,0,3,0,0,1,1914,-122.3648117,47.4701718
935000,1040,510,0,0,1550,0,0,0,250,0,130,0,0,0,3,1,0,2,2017,-122.2154419,47.7147869
210000,1060,0,0,0,1060,1060,0,260,0,0,0,0,0,0,3,1,0,1,1963,-122.360299,47.3322801
515000,710,0,1170,0,1880,0,0,0,420,0,60,0,0,0,4,1,0,2,2018,-122.298419,47.495735
750000,1110,0,1210,0,2320,0,0,0,360,0,260,0,0,0,3,1,0,2,2019,-122.157512,47.497873
420000,1680,0,0,0,1680,1680,0,0,320,0,240,0,0,0,3,0,0,1,1948,-122.351353,47.5240235
622000,520,0,530,0,1400,550,350,200,0,1,0,0,580,0,3,1,1,1,2018,-122.3550962,47.716066
360000,850,700,0,0,1550,850,0,0,0,1,0,0,210,0,3,1,0,1,1910,-122.2571654,47.4899525
1050000,860,0,780,0,2060,850,420,180,0,1,290,0,0,0,4,2,1,1,1942,-122.2749995,47.6586241
725000,950,0,950,0,1900,0,0,0,550,0,60,0,0,0,4,1,1,1,1965,-122.1760462,47.5484178
541000,1000,0,0,0,1430,430,430,0,570,1,0,0,0,0,3,1,1,1,1975,-122.3923051,47.5759343
617990,1193,0,1242,0,2822,387,387,0,663,0,72,0,0,0,4,1,0,3,2019,-122.1782071,47.431206
497500,1200,0,0,0,1200,0,0,0,0,0,60,0,0,0,3,1,0,1,1984,-122.2944859,47.7640499
587000,1120,0,1180,0,2470,620,170,450,0,1,0,0,0,0,5,1,0,2,2018,-122.2979642,47.495219
601000,820,0,880,0,1700,0,0,0,500,0,0,0,0,0,4,1,0,1,1958,-122.1274155,47.6056406
195000,520,0,520,0,1550,510,510,0,0,1,0,80,430,0,2,0,1,1,2016,-122.3683783,47.5653185
340000,1390,0,0,0,1390,0,0,0,0,0,0,0,0,0,3,0,1,1,1966,-122.2018681,47.390413
280000,980,0,0,0,980,150,0,0,0,1,0,70,200,0,3,0,0,1,1947,-122.3594003,47.5065634
749000,1200,0,680,0,2040,730,160,220,0,0,0,0,0,0,3,0,0,2,1932,-122.3511449,47.7073123
490000,2210,0,0,0,2210,0,0,0,880,0,40,0,690,0,4,1,0,2,1978,-122.1370948,47.2947652
353610,1260,0,0,0,1940,1210,680,530,180,1,0,0,100,0,3,0,1,1,1978,-122.1618936,47.2961748
1568000,1620,0,0,0,2350,1450,730,530,0,1,0,0,720,0,4,0,2,1,1969,-122.1493676,47.5673016
870000,1580,0,680,0,2460,600,200,400,80,1,0,0,0,0,4,0,1,1,1960,-122.1832616,47.554187
350000,1320,0,0,0,1320,0,0,0,0,0,0,0,190,0,3,0,0,1,1954,-122.3001416,47.777244
669950,430,0,430,430,1390,390,100,290,0,1,0,0,290,0,2,0,0,2,2019,-122.3763638,47.6788294
850000,1110,0,840,0,1950,0,0,0,670,0,80,0,0,0,3,0,1,1,1977,-122.1300233,47.7402894
720000,590,0,590,0,1580,570,400,170,0,1,0,80,500,0,3,1,0,2,2017,-122.2985243,47.5957991
110000,780,0,0,0,780,0,0,0,0,0,0,0,0,16,3,0,1,0,1941,-122.3246469,47.3845545
319900,1988,0,0,0,1988,0,0,0,0,0,70,0,0,0,4,0,1,1,1959,-122.1706875,47.4494426
850000,950,0,0,0,950,0,0,0,0,0,0,0,0,0,2,0,0,1,1950,-122.1645378,47.6901962
550000,330,0,330,0,980,320,320,0,0,1,0,60,210,0,2,0,1,1,2018,-122.2963965,47.6084314
600000,520,0,520,500,1540,0,0,0,0,0,0,0,490,0,3,1,1,1,2016,-122.3632237,47.5588561
725000,1160,540,0,0,1800,1110,100,0,0,0,40,0,60,0,4,0,0,1,1926,-122.3867822,47.5324489
879000,2790,0,0,0,2790,0,0,0,530,0,0,0,360,0,3,1,1,1,1981,-122.1211183,47.7295314
776950,1711,0,1477,0,3188,0,0,0,580,0,25,0,0,0,4,1,1,2,2019,-122.1591821,47.4358173
710000,1310,0,0,0,1310,0,0,0,310,0,0,0,0,0,3,1,0,1,1962,-122.2039146,47.7220878
989990,1270,0,1740,0,3010,0,0,0,670,0,310,0,0,0,4,0,1,2,2018,-122.1354674,47.4849012
659880,540,0,640,0,1440,590,260,330,0,1,90,0,0,0,3,0,2,1,2019,-122.3055941,47.6917598
1105000,1620,0,0,0,2900,1620,1280,0,440,1,0,0,180,0,5,0,1,2,1957,-122.220333,47.5486339
385000,400,0,430,380,1210,0,0,0,0,0,0,70,400,0,3,1,1,1,2016,-122.3222394,47.5263397
455000,1290,0,0,0,2090,1290,800,490,0,1,0,0,50,0,3,0,1,1,1967,-122.257288,47.4989642
685000,580,0,580,0,1700,540,540,0,0,1,70,0,350,0,3,0,0,2,2016,-122.2982911,47.599753
620000,1700,0,0,0,1700,0,0,0,480,0,70,0,300,0,3,0,0,2,1969,-122.3107697,47.7663426
630300,1360,0,1940,0,3300,0,0,0,840,0,460,0,0,0,4,1,0,3,2016,-122.3034383,47.666564
605000,1330,0,0,0,2250,1560,920,640,0,1,0,100,660,0,3,0,2,1,1980,-122.2372454,47.7145468
1550000,2010,0,0,0,3170,1160,1160,0,830,1,0,0,0,10,4,1,0,2,1973,-122.1638477,47.6185257
666040,1490,0,1320,0,2990,870,180,690,0,1,300,0,0,0,5,0,1,2,2016,-122.1454538,47.49568
780000,1490,0,0,0,2690,1330,1200,0,0,1,0,0,720,0,5,0,1,2,1968,-122.120025,47.5703934
320000,1440,0,0,0,1440,0,0,0,0,0,0,0,0,0,2,0,1,1,1952,-122.188604,47.4583214
499900,730,0,760,0,1800,700,310,390,0,1,60,0,60,0,3,1,2,1,2019,-122.3490074,47.5157556
617000,1240,0,1270,0,2510,0,0,0,450,0,130,0,0,0,3,1,0,2,2006,-122.1434183,47.4914971
920000,1380,0,1060,0,2440,0,0,0,600,0,160,0,0,0,4,1,1,1,1972,-122.1683576,47.6412392
1325000,1780,0,0,0,1930,1320,150,290,0,0,0,0,0,0,3,0,1,1,1926,-122.3130938,47.6353408
1000000,1540,0,0,0,1920,670,380,290,260,1,0,0,0,0,4,0,1,1,1974,-122.1744303,47.6061886
340000,1080,0,0,0,1080,0,0,0,0,0,0,0,190,0,3,0,0,1,1958,-122.3788368,47.5089274
649000,1140,0,0,0,1610,1090,470,0,0,0,0,0,70,0,3,0,1,1,1940,-122.3851101,47.6894368
365000,1180,0,0,0,2000,1100,820,280,230,1,0,0,0,0,4,0,2,1,1977,-122.2893644,47.3669131
960000,1570,0,0,0,2460,1570,890,0,0,0,80,0,0,0,4,0,2,1,1965,-122.3807456,47.6860109
